Año,Transecto 1,Transecto 2,Transecto 3,Transecto 4,Transecto 5,Transecto 6
2014,0.17768800217086778,-2.0502434176413615,-3.523432178680981,-2.8856273619413955,-1.2810233076826538,-3.104899109321912
2015,-4.154701684490446,1.839706797054724,0.8783861429126496,-0.4435904821235326,1.2045454891048344,1.0206501551718778
2016,2.2742751209408087,0.8938914931540616,0.37937259393331324,-1.072620487598968,-1.4068536435017673,-0.9746787434516087
2017,0.07143954723619217,-0.1546041234292055,1.2534160311870295,-1.2760341236326358,-0.279065507119558,1.178230249487429
2018,-4.283318105703177,-1.163477700620863,0.3611003173425438,-2.044655550679151,-2.275607999184695,-3.9393521553208894
2019,6.560889543848052,2.6369600194836593,0.4720362000399252,2.774087221672259,1.1623515639213426,2.8321294075684627
2020,0.5453868316448975,1.9512098674403546,3.6523244398782424,3.9036922408212806,2.0901337233677335,1.0342837554557498
2021,-6.4420045492974065,-3.1884811312488317,-6.449919711192804,-3.7271209733469846,-0.15795758302070695,-1.772492372550456
