Año,Transecto 1,Transecto 2,Transecto 3,Transecto 4,Transecto 5,Transecto 6,Transecto 7
2014,-0.4357995941820034,-1.0052276765152452,-1.72425100861218,-2.176830584753123,-1.679417002539621,-1.1708200611795778,-0.35474567079384656
2015,-1.471247208031902,-0.06780720308463639,1.248026271707806,0.9606937608139283,0.2322350277356886,1.2045003678915709,0.5162695014328031
2016,-0.07982899244005015,-1.9421118558313761,-1.9439865074146656,-1.347205970946689,-0.5592289469529952,-2.2036471499587904,-0.5957410696422603
2017,1.6763868412121825,2.2044389930701067,2.2535150033472906,1.3696110418381178,1.510217334708324,0.34279132243570665,-1.4709410188910494
2018,0.2538479987790785,0.06363680454238718,-1.0863387740471246,-1.0249922267026204,-5.098824415784893,-4.060645960592587,-0.012520947640629387
2019,0.42479083388102534,0.9441706993276586,1.0829694674787156,0.8316993899221927,1.895438575179833,3.51844391021923,2.869826138616798
2020,0.7901327161774434,0.21233832653631168,0.5098300851481916,1.8543697245373316,2.467465343275725,3.4095487100422357,2.1044407116310992
2021,-3.5027238060482118,-0.926544525355407,-1.2831291536108136,-4.0117771946731935,-2.5219495570974715,-2.567824477052758,-1.743679708359112
