Año,Transecto 1,Transecto 2,Transecto 3,Transecto 4,Transecto 5,Transecto 6
2014,-5.264412498539558,-2.601724495800613,-4.191687759995583,-4.051937986554641,-6.907446216094796,-12.960457653342335
2015,-0.45186476645977613,-3.6657201238051247,-4.701738629980568,-4.457949089233548,-7.124488398919125,-4.09517364802336
2016,1.8895446896731105,1.6163583334094072,-0.3077076290732279,1.6422662237504166,3.249178348951167,1.1825894408893696
2017,3.0487903977281503,-1.3916183450478017,-1.1409475426487887,-3.6244340194160607,-3.253344999944785,-1.1737357657592966
2018,-8.389249964330087,-5.20423972073955,-4.327225432698416,-3.451588259186602,-5.511446798091434,-8.418074205580002
2019,0.5978824915299565,-0.4581230915723449,-2.390720036716333,-0.25191671349817213,-2.2690576114082646,-1.8606823107685315
2020,1.3295733486815244,-1.3576396376624107,-0.8739112553662025,-0.410328963595493,0.010231956311539392,1.5420346070387474
2021,-6.875443360867962,-9.073497053390183,-9.48172670734808,-10.77512053587705,-11.30607876041762,-7.233137291211477
