Año,Transecto 1,Transecto 2,Transecto 3,Transecto 4,Transecto 5,Transecto 6,Transecto 7,Transecto 8,Transecto 9,Transecto 10,Transecto 11,Transecto 12,Transecto 13
2014,-13.549809791408205,-15.177897096078485,-2.1414248561361156,-24.95607221171785,-2.647515457231595,-0.4113166462066058,2.791506976596427,8.887635563061945,2.4628530515813853,7.7252676624315395,6.671933726979968,5.663973665571664,3.4977432039105967
2015,-6.3751093987274245,-18.124528797698982,-4.233584831264114,-5.642415559848228,-5.068224455614191,-10.930822662854371,-21.244057682448837,-6.055519663717821,3.9324500799088344,3.3593798964040253,0.2533145408313313,2.4668073711943244,1.7179183987101716
2016,-0.38190402952933766,-8.913423243075993,-2.1370832720848565,-6.479533218384578,-1.0473737997117532,-2.540214111138924,-7.2003416344015605,-10.352555332904137,-6.634272931861689,-1.7928870521161073,3.022876212414417,3.647425054807396,9.640029627155585
2017,-0.8407892740720762,-7.727946416328116,2.597155569381066,-3.214184888812234,0.6194683542536961,3.179754317751323,0.15184609511976888,-12.11246323004846,1.772603851450798,2.3086454971016366,6.356228135717192,12.357088304812823,21.737631250437946
2018,-0.4451447828184243,-14.383650176130317,-2.820587220863766,-1.7068625192968838,-1.3596429433764472,-1.4936056001198486,-3.9726660613148645,-5.4097120592502375,-6.731064195578208,-0.5378202208456955,3.550159191029497,7.455597031521826,14.465898272909747
2019,-1.6094282007266933,-1.8209338445021857,-1.3748201957215231,0.37288908632026363,1.5987480032882608,0.9300533200661616,1.3601635398951721,2.3522969353769225,5.489978221513644,5.0231252879550254,8.23433789722737,11.201113945124938,12.45768550416296
2020,5.889530976211468,-4.708176492964519,1.6168418711134045,1.2333686919254845,1.2354635318929228,0.832156507096764,-1.6426321152650658,2.199310876183052,-1.537135001098461,0.760994910500056,4.079821086533698,5.820035697212134,7.095247756231416
2021,-8.222420374672872,-10.642005407357672,-6.544675735484692,-5.656617986761198,-8.956456953767077,-7.430778073937928,-8.955915308729505,-12.399463499877058,-5.037685242823542,-1.428768198122313,-2.649610746073499,-2.3537190349200756,4.303609149670166
